wavelength,intensity,error,file
4.821956506903028,59.40357104058486,13.16079683771091,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.822743700812302,72.92418855075884,12.97430368543024,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.823530894721577,61.69624949973715,11.76587192175673,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.824318088630851,66.12022194385375,11.213840675880075,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.825105282540125,70.21207580339615,11.43031057171883,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8258924764494,64.43686261006081,12.28264970389167,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.826679670358674,74.71292470787168,13.359118675805886,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.827466864267948,59.631310767864626,13.018093404015275,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.828254058177222,67.70139874477012,12.506276056479505,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.829041252086497,62.028578160801736,11.678035651567123,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.829828445995771,65.71880933297511,11.700922207533493,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.830615639905045,72.18697834385836,12.032961892867817,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.83140283381432,65.96234062451751,12.040565588257612,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.832190027723594,70.33893144927893,12.415755970672643,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.832977221632868,59.802872107799864,12.031884302571479,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8337644155421415,66.92631675024414,11.95254748543445,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.834551609451416,67.25891333748204,12.58905711875699,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.83533880336069,56.19941926830954,12.882341038655166,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.836125997269964,67.35265527335496,12.775056842078586,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.836913191179239,55.551883004791264,11.995960224322028,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.837700385088513,65.4937001947461,11.503212843026605,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.838487578997787,63.66805810979125,11.334274448431428,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8392747729070615,60.194832278925425,12.047360061994391,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.840061966816336,67.6526914842974,13.041458304134451,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.84084916072561,61.50937113762716,12.617429209754617,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.841636354634884,62.13668950797546,12.457196132259776,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.842423548544159,54.4379047413903,12.004159657277468,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.843210742453433,62.09341487884749,11.836955863866235,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.843997936362707,63.79256907473267,12.274189115978801,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8447851302719815,57.39255681320434,12.123491331305905,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.845572324181255,60.15574731721287,11.885107826151556,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.846359518090529,64.99604444089483,11.79000652487709,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8471467119998035,67.13074192485057,12.381071417908545,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.847933905909078,65.66677751022289,12.803502227109368,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.848721099818352,60.82098186107414,13.00944715619965,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.849508293727626,70.70732937796303,13.030090973639542,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.850295487636901,59.627522260773276,11.880398806627376,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.851082681546175,64.09569349937154,11.71484229638975,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.851869875455449,64.31692947603088,11.490033139495226,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8526570693647235,61.131716498980644,12.130165085010418,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.853444263273998,65.31403813676809,13.172382797848078,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.854231457183272,58.87773832991688,12.63681707176716,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.855018651092546,63.65790169345764,12.374353024853441,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.855805845001821,64.5681445871585,12.45068084779185,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.856593038911095,62.49172874423457,12.597041654213918,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.857380232820368,66.09869744878915,12.801618185266443,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.858167426729643,55.36338180546343,12.589705179318342,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.858954620638917,59.91592583226719,12.240228765446433,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.859741814548191,59.51528951939772,11.71915069144576,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8605290084574655,55.914530343331336,11.870763839365361,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.86131620236674,66.83774484672537,12.651291163858595,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.862103396276014,60.43556677891557,13.39730597647545,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.862890590185288,67.0917125014322,13.37631514377012,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.863677784094563,63.48142739525936,12.53719160391952,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.864464978003837,63.37091553276646,11.820357821471141,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.865252171913111,62.19901633121824,11.56687510451124,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8660393658223855,57.44149802929026,11.979088847611312,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.86682655973166,66.73471512691549,12.635113557571795,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.867613753640934,64.47600631721888,12.865645055961481,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.868400947550208,65.54885019514163,12.450963339334102,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.869188141459482,64.95384454291931,12.253413661546388,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.869975335368756,55.71112273312487,12.338918325161796,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.87076252927803,64.59823968492466,12.513086607333411,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.871549723187305,57.20860391161263,12.686481322220313,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.872336917096579,60.298672737956835,12.732476273794383,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.873124111005853,58.21979456215348,11.977313978458826,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8739113049151275,53.380081281639484,11.522774826994967,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.874698498824402,62.81975152717888,11.952827933599059,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.875485692733676,52.84277609650994,12.827830759607266,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.87627288664295,66.31417825279932,13.55043736511976,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.877060080552225,51.9429941550527,13.456689919827692,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.877847274461499,56.679526781662446,12.266847423900357,jw01328-c1006_t014_miri_ch1-short_s3d.fits
