wavelength,intensity,error,file
4.821956506903028,3347.52977427364,57.024858235693095,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.822743700812302,3331.938311483421,54.46704169271712,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.823530894721577,3351.48599636698,50.60683406584398,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.824318088630851,3374.3617234693475,49.30543804192169,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.825105282540125,3380.6289072640006,50.74384969841092,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8258924764494,3367.209115374587,54.919484425663846,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.826679670358674,3377.9312500059,58.11903823558973,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.827466864267948,3387.6200713463872,55.775952468527116,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.828254058177222,3369.133579769241,50.65578703784521,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.829041252086497,3349.4750107881973,48.93452092998843,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.829828445995771,3349.2513203315502,50.88799316065721,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.830615639905045,3368.1631797386945,56.44537707198071,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.83140283381432,3378.6900875206547,59.03730191841938,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.832190027723594,3378.2467400243463,55.400992724413996,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.832977221632868,3372.2385944952184,51.03798240204277,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8337644155421415,3365.506372279836,49.560308807854014,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.834551609451416,3385.739508988248,51.59881900010091,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.83533880336069,3382.740364269507,56.23983742137827,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.836125997269964,3397.703764451008,59.55840676559726,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.836913191179239,3366.450252722479,55.56345176701357,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.837700385088513,3359.9234237215587,51.27435313124762,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.838487578997787,3379.6779447351396,50.1335719131802,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8392747729070615,3378.594804984863,50.94560264551409,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.840061966816336,3378.869574936587,56.280907652170214,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.84084916072561,3358.514861014565,58.171841837431316,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.841636354634884,3350.361880373968,53.99035498357783,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.842423548544159,3337.329645990522,50.3173564690936,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.843210742453433,3363.4558252686443,48.854570094734505,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.843997936362707,3375.287639742593,50.74783844435633,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8447851302719815,3382.778844446702,56.930187500714624,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.845572324181255,3389.1113067609726,59.162517907203544,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.846359518090529,3402.4099127996274,54.83399050350784,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8471467119998035,3397.8354459556313,50.91896931354934,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.847933905909078,3370.699867020849,48.099883262900015,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.848721099818352,3359.189824791292,49.558095815458074,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.849508293727626,3344.6719588516985,54.60351486024296,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.850295487636901,3356.2682672263063,58.04077082812726,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.851082681546175,3389.67986801046,55.51679810355596,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.851869875455449,3394.4489461638414,51.29540265261201,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8526570693647235,3406.581703800361,48.95169743392846,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.853444263273998,3412.000975898084,50.674029550923265,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.854231457183272,3395.1068633860064,54.770916893748804,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.855018651092546,3385.8824639308127,57.60791922031152,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.855805845001821,3365.8056273414654,54.73633922473845,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.856593038911095,3371.1710925068833,50.52510557527359,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.857380232820368,3366.066646714805,48.87833393676716,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.858167426729643,3378.282921441594,50.63189492258052,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.858954620638917,3395.8383731957306,55.21658129099455,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.859741814548191,3394.8434359589737,59.335970413807615,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8605290084574655,3405.5599349546715,56.685756960713995,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.86131620236674,3384.10322332967,50.81714930202765,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.862103396276014,3384.0225732925387,48.56694260750663,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.862890590185288,3364.5246337894946,48.999624961466736,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.863677784094563,3359.098504987314,53.22293054504447,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.864464978003837,3373.8571288935145,58.83908456365661,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.865252171913111,3382.68517855,58.07460217118468,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8660393658223855,3400.6522405893265,52.56669595629717,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.86682655973166,3397.640893132203,49.769072125445724,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.867613753640934,3401.987745371189,49.79471890484167,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.868400947550208,3394.2160669143295,53.175191252802584,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.869188141459482,3374.1860646916953,58.574399676034204,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.869975335368756,3383.2530223846356,57.68812267625363,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.87076252927803,3378.6583115126164,52.26367931945066,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.871549723187305,3392.914297382491,49.30024551853298,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.872336917096579,3394.7384871547342,49.32247859736783,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.873124111005853,3396.4954678513645,53.11880581792641,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8739113049151275,3421.198171388105,58.84285540627506,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.874698498824402,3413.2823738268717,59.38833577884109,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.875485692733676,3397.615926015489,52.920137633869494,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.87627288664295,3378.885535976087,48.7329412231108,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.877060080552225,3368.129412864418,47.98948691052706,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.877847274461499,3368.8174242221685,50.70626591283523,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.878634468370773,3378.226605435578,56.30635450955153,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8794216622800475,3423.8164859133317,59.90526825787254,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.880208856189322,3412.6460335307847,55.69488655596698,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.880996050098595,3431.624395779273,50.55297732749048,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8817832440078694,3428.5290744881904,48.87534249204672,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.882570437917144,3397.915396641763,50.511479838699415,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.883357631826418,3382.2014249860536,54.14965955275352,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.884144825735692,3371.04332783327,57.75796347000397,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.884932019644967,3391.1753902409205,56.14109839886704,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.885719213554241,3403.436276495932,50.844725314585716,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.886506407463515,3409.4658111349872,48.595932271270264,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.8872936013727895,3418.12911333624,50.26761145248988,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.888080795282064,3423.5026993116244,53.695871898220275,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.888867989191338,3440.632596735114,57.98517267811095,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.889655183100612,3407.4342553809847,57.12676451469196,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.890442377009887,3398.0447373191228,51.8599259992495,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.891229570919161,3390.905196906315,48.28759549682383,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.892016764828435,3391.060908291085,49.08912271641053,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.892803958737709,3405.1951776909436,52.135201826290555,jw01328-c1006_t014_miri_ch1-short_s3d.fits
4.893591152646983,3424.051801076179,56.30069620780775,jw01328-c1006_t014_miri_ch1-short_s3d.fits
